Name,Location,Year,Miles_Driven,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mpg,Mileage km/l,Engine,Power,Seats,New_Price,Price,Difference
Hyundai Creta 1.4 CRDi S Plus,Coimbatore,2016,34526,55687,Diesel,Manual,First,50.24,21.38,1396 CC,88.7 bhp,5,,12.15,12.15
Volkswagen Vento 2013-2015 1.6 Comfortline,Kolkata,2014,10540,17000,Petrol,Manual,First,35.34,15.04,1598 CC,103.2 bhp,5,,4.25,4.25
BMW 3 Series Luxury Line,Coimbatore,2017,21224,34232,Diesel,Automatic,First,51.14,21.76,1995 CC,190 bhp,5,55.07,35.84,19.23
Honda CR-V Petrol 2WD,Chennai,2004,83700,135000,Petrol,Automatic,Third,33.84,14.4,1997 CC,152 bhp,5,33.51,3,30.51
Renault Duster 110PS Diesel RxZ AWD,Chennai,2012,49600,80000,Diesel,Manual,First,46.34,19.72,1461 CC,108.45 bhp,5,15.94,6.75,9.19
Hyundai i20 Asta 1.2,Bangalore,2014,19248,31045,Petrol,Manual,Second,43.71,18.6,1197 CC,81.83 bhp,5,,5.65,5.65
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,2013,35960,58000,Diesel,Automatic,Second,39.86,16.96,1968 CC,138.03 bhp,5,,7.5,7.5
Hyundai Creta 1.6 SX Plus Diesel,Kochi,2018,21998,35480,Diesel,Manual,First,46.22,19.67,1582 CC,126.2 bhp,5,,13.34,13.34
Maruti Ciaz VDI SHVS,Hyderabad,2016,38618,62287,Diesel,Manual,First,66.01,28.09,1248 CC,88.5 bhp,5,,7.9,7.9
Hyundai i20 Asta 1.4 CRDi,Coimbatore,2015,28620,46162,Diesel,Manual,First,52.97,22.54,1396 CC,88.73 bhp,5,,6.98,6.98
Hyundai Verna 1.6 SX VTVT,Mumbai,2014,5704,9200,Petrol,Manual,First,39.97,17.01,1591 CC,121.3 bhp,5,,5.75,5.75
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2012,34310,55339,Diesel,Manual,First,51.86,22.07,1199 CC,73.9 bhp,5,,2.65,2.65
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,34395,55476,Diesel,Manual,First,51.86,22.07,1199 CC,73.9 bhp,5,,2.49,2.49
Maruti SX4 Vxi BSIII,Pune,2007,42503,68553,Petrol,Manual,Second,35.25,15,1586 CC,104.68 bhp,5,,1.5,1.5
Honda Mobilio RS Option i DTEC,Kochi,2016,41773,67376,Diesel,Manual,First,57.58,24.5,1498 CC,98.6 bhp,7,,6.5,6.5
Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,26040,42000,Diesel,Manual,First,46.15,19.64,1461 CC,108.45 bhp,5,,8,8
Toyota Fortuner 2.8 2WD AT,Coimbatore,2019,17403,28069,Diesel,Automatic,First,30.32,12.9,2755 CC,174.5 bhp,7,34.45,30.85,3.6
Volvo XC60 D4 SUMMUM,Kochi,2014,57749,93144,Diesel,Automatic,First,34.55,14.7,1984 CC,181 bhp,5,,17.15,17.15
Maruti Celerio VXI AT,Hyderabad,2014,15066,24300,Petrol,Automatic,First,54.29,23.1,998 CC,67.04 bhp,5,,4.55,4.55
Maruti Ciaz ZDi Plus,Hyderabad,2015,29687,47883,Diesel,Manual,Second,61.59,26.21,1248 CC,88.5 bhp,5,,7.4,7.4
Audi Q5 2008-2012 2.0 TDI,Kochi,2013,7730,12467,Diesel,Automatic,First,30.08,12.8,1968 CC,167.6 bhp,5,,25.64,25.64
BMW X1 sDrive 20d Sportline,Kolkata,2013,35143,56683,Diesel,Automatic,Second,40.07,17.05,1995 CC,184 bhp,5,,13.5,13.5
Ford Figo Petrol ZXI,Bangalore,2013,23560,38000,Petrol,Manual,First,36.66,15.6,1196 CC,70 bhp,5,,3.55,3.55
Hyundai Elantra CRDi SX,Ahmedabad,2018,21700,35000,Diesel,Manual,First,53.35,22.7,1582 CC,126.2 bhp,5,,15,15
Hyundai Verna 1.6 i ABS,Pune,2007,49600,80000,Petrol,Manual,Second,32.67,13.9,1599 CC,103.2 bhp,5,,1.95,1.95
Honda Civic 2006-2010 1.8 S MT,Pune,2006,77500,125000,Petrol,Manual,Second,31.73,13.5,1799 CC,130 bhp,5,,2.3,2.3
Toyota Fortuner 4x4 MT,Chennai,2013,76260,123000,Diesel,Manual,Second,29.49,12.55,2982 CC,168.5 bhp,7,,15,15
Hyundai i10 Sportz,Chennai,2012,43400,70000,Petrol,Manual,First,47.85,20.36,1197 CC,78.9 bhp,5,,3.15,3.15
Nissan Sunny 2011-2014 Diesel XL,Hyderabad,2012,54549,87982,Diesel,Manual,First,50.85,21.64,1461 CC,84.8 bhp,5,,5,5
BMW 5 Series 2013-2017 520d Luxury Line,Jaipur,2013,25243,40714,Diesel,Automatic,Second,42.58,18.12,1995 CC,190 bhp,5,,24.75,24.75
Chevrolet Optra Magnum 2.0 LT,Pune,2008,51460,83000,Diesel,Manual,Second,38.82,16.52,1991 CC,123.7 bhp,5,,2.6,2.6
Hyundai i10 Asta,Ahmedabad,2011,53320,86000,Petrol,Manual,First,47.85,20.36,1197 CC,78.9 bhp,5,,3.75,3.75
Skoda Laura Ambiente,Ahmedabad,2009,37201,60002,Diesel,Manual,Second,41.13,17.5,1896 CC,106 bhp,5,,4.85,4.85
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Jaipur,2013,37200,60000,Diesel,Automatic,First,23.50,10,2148 CC,170 bhp,5,,27,27
Honda Amaze SX i-DTEC,Kolkata,2014,52500,84677,Diesel,Manual,First,60.63,25.8,1498 CC,98.6 bhp,5,,3,3
BMW X1 xDrive 20d xLine,Delhi,2017,14260,23000,Diesel,Automatic,First,48.60,20.68,1995 CC,190 bhp,5,,28.75,28.75
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2016,50483,81424,Diesel,Manual,First,30.53,12.99,2494 CC,100.6 bhp,8,,14.49,14.49
Porsche Panamera 2010 2013 Diesel,Delhi,2013,22568,36400,Diesel,Automatic,First,17.63,7.5,4806 CC,394.3 bhp,4,,72,72
Nissan Sunny XV D,Chennai,2012,43400,70000,Diesel,Manual,Second,53.37,22.71,1461 CC,84.8 bhp,5,11.48,4,7.48
Maruti Swift Dzire LDI,Delhi,2015,24800,40000,Diesel,Manual,Second,62.49,26.59,1248 CC,74 bhp,5,,4.5,4.5
Maruti Wagon R ZXI AMT 1.2,Mumbai,2019,372,600,Petrol,Automatic,First,50.53,21.5,1197 CC,81.80 bhp,5,6.80,6.25,0.55
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,2015,40498,65320,Diesel,Automatic,Second,39.86,16.96,1968 CC,138.03 bhp,5,,11.5,11.5
Honda Accord 2.4 Inspire M/T,Pune,2009,48980,79000,Petrol,Manual,Third,23.03,9.8,2354 CC,180 bhp,5,,3.1,3.1
Honda City i VTEC V,Mumbai,2018,3100,5000,Petrol,Manual,First,41.83,17.8,1497 CC,117.3 bhp,5,,10.11,10.11
Hyundai Verna 1.6 SX VTVT,Coimbatore,2019,3737,6028,Petrol,Manual,First,39.97,17.01,1591 CC,121.3 bhp,5,,11.54,11.54
Maruti Wagon R LX BSII,Delhi,2006,53320,86000,Petrol,Manual,Second,44.42,18.9,998 CC,67.1 bhp,5,,1,1
Maruti Swift Dzire Tour LDI,Kolkata,2013,99200,160000,Diesel,Manual,Second,54.99,23.4,1248 CC,74 bhp,5,,2.5,2.5
Audi Q5 2008-2012 2.0 TFSI Quattro,Kochi,2011,37180,59967,Petrol,Automatic,First,22.89,9.74,1984 CC,208 bhp,5,,18,18
Toyota Etios Cross 1.4 GD,Coimbatore,2018,26739,43127,Diesel,Manual,First,55.44,23.59,1364 CC,67.04 bhp,5,,6.85,6.85
Hyundai i10 Era 1.1 iTech SE,Kochi,2012,40751,65727,Petrol,Manual,First,46.55,19.81,1086 CC,68.05 bhp,5,,2.97,2.97
Hyundai Verna 1.6 VTVT,Pune,2013,43400,70000,Petrol,Manual,First,39.97,17.01,1591 CC,121.3 bhp,5,,4.75,4.75
Volkswagen Polo 1.5 TDI Highline,Coimbatore,2018,24714,39861,Diesel,Manual,First,47.33,20.14,1498 CC,88.8 bhp,5,,7.38,7.38
BMW 5 Series 520d Sport Line,Delhi,2017,10221,16485,Diesel,Automatic,First,52.83,22.48,1995 CC,187.74 bhp,5,,42.75,42.75
Hyundai i20 1.4 Asta Optional With Sunroof,Bangalore,2010,47946,77332,Diesel,Manual,Second,54.05,23,1396 CC,90 bhp,5,,3.65,3.65
Hyundai Grand i10 Asta Option AT,Kochi,2017,10843,17489,Petrol,Automatic,First,44.42,18.9,1197 CC,82 bhp,5,,5.99,5.99
Toyota Fortuner 4x2 4 Speed AT,Pune,2012,77500,125000,Diesel,Automatic,First,27.03,11.5,2982 CC,169 bhp,7,,13.5,13.5
Maruti Baleno Zeta Automatic,Chennai,2016,21780,35129,Petrol,Automatic,First,50.29,21.4,1197 CC,83.1 bhp,5,,7,7
Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyderabad,2016,14249,22982,Petrol,Automatic,First,30.55,13,1591 CC,121.3 bhp,5,,10.95,10.95
Hyundai i10 Sportz,Pune,2013,33790,54500,Petrol,Manual,Third,47.85,20.36,1197 CC,78.9 bhp,5,,2.95,2.95
Tata Tigor XE Diesel,Ahmedabad,2017,10066,16235,Diesel,Manual,First,58.05,24.7,1047 CC,69 bhp,5,7.15,5.5,1.65
Skoda Superb Style 1.8 TSI AT,Kochi,2017,45657,73641,Petrol,Automatic,First,34.47,14.67,1798 CC,177.46 bhp,5,33.36,17.08,16.28
Maruti Swift Dzire VDI,Hyderabad,2015,36935,59572,Diesel,Manual,First,62.49,26.59,1248 CC,74 bhp,5,,6.85,6.85
Honda CR-V 2.0 AT,Jaipur,2014,69953,112827,Petrol,Automatic,First,30.79,13.1,1997 CC,141.1 bhp,5,,10.5,10.5
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2010,73160,118000,Diesel,Manual,First,30.08,12.8,2494 CC,102 bhp,8,,8.75,8.75
Honda City 1.5 V MT,Kolkata,2010,37200,60000,Petrol,Manual,First,39.95,17,1497 CC,118 bhp,5,,2.7,2.7
Hyundai Verna VTVT 1.6 AT SX Plus,Mumbai,2012,46537,75059,Petrol,Automatic,First,39.95,17,1591 CC,121.3 bhp,5,13.70,4.25,9.45
Toyota Etios 1.4 VXD,Pune,2018,1860,3000,Diesel,Manual,First,55.44,23.59,1364 CC,67.04 bhp,5,10.63,7.9,2.73
Skoda Superb Elegance 1.8 TSI AT,Delhi,2011,48360,78000,Petrol,Automatic,Second,32.20,13.7,1798 CC,157.75 bhp,5,,4.5,4.5
Nissan Sunny 2011-2014 Diesel XV,Kolkata,2012,29140,47000,Diesel,Manual,First,50.85,21.64,1461 CC,84.8 bhp,5,,4,4
Honda City 1.5 V MT Exclusive,Delhi,2012,26040,42000,Petrol,Manual,First,39.95,17,1497 CC,118 bhp,5,,4.75,4.75
Hyundai Elite i20 Diesel Asta Option,Kolkata,2018,4228,6820,Diesel,Manual,First,52.97,22.54,1396 CC,88.76 bhp,5,,7.65,7.65
Chevrolet Optra 1.6 LT Royale,Kochi,2013,34209,55176,Petrol,Manual,Second,40.89,17.4,1599 CC,104 bhp,5,,3.47,3.47
Honda Amaze S i-Vtech,Kochi,2016,24709,39854,Petrol,Manual,First,42.30,18,1198 CC,86.7 bhp,5,,5.64,5.64
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2013,14880,24000,Petrol,Manual,First,38.70,16.47,1198 CC,73.9 bhp,5,,2.95,2.95
Maruti Swift VDI,Jaipur,2016,34100,55000,Diesel,Manual,First,53.82,22.9,1248 CC,74 bhp,5,,5.65,5.65
Ford Endeavour 3.0L 4X4 AT,Kochi,2012,28421,45840,Diesel,Automatic,First,26.79,11.4,2953 CC,153.86 bhp,7,,8.41,8.41
Maruti Baleno LXI,Pune,2006,96100,155000,Petrol,Manual,Third,36.19,15.4,1590 CC,94 bhp,5,,0.85,0.85
Maruti Wagon R LX,Pune,2003,77500,125000,Petrol,Manual,Second,44.42,18.9,998 CC,67.1 bhp,5,,0.8,0.8
Volkswagen Polo 1.5 TDI Highline,Coimbatore,2014,32830,52951,Diesel,Manual,First,47.33,20.14,1498 CC,88 bhp,5,10.32,5.65,4.67
Hyundai Verna 1.6 SX VTVT (O),Kolkata,2013,30380,49000,Petrol,Manual,First,40.19,17.1,1591 CC,121.3 bhp,5,,4.5,4.5
Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,32240,52000,Diesel,Manual,First,66.01,28.09,1248 CC,88.5 bhp,5,,6.9,6.9
Nissan Sunny 2011-2014 Diesel XL,Jaipur,2013,74403,120005,Diesel,Manual,First,50.85,21.64,1461 CC,84.8 bhp,5,,4,4
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Mumbai,2015,20460,33000,Petrol,Manual,First,35.25,15,1598 CC,103.52 bhp,5,,5.6,5.6
Maruti Eeco 7 Seater Standard,Delhi,2016,78120,126000,Petrol,Manual,First,35.49,15.1,1196 CC,73 bhp,7,4.43,2.2,2.23
Skoda Rapid Ultima 1.6 MPI Ambition Plus,Bangalore,2013,41354,66700,Petrol,Manual,First,35.25,15,1598 CC,103.5 bhp,5,,4,4
Toyota Fortuner 4x4 MT,Jaipur,2014,75640,122000,Diesel,Manual,Second,29.49,12.55,2982 CC,168.5 bhp,7,,16,16
Hyundai Creta 1.6 CRDi SX,Mumbai,2016,17980,29000,Diesel,Manual,First,46.22,19.67,1582 CC,126.2 bhp,5,,12.6,12.6
Hyundai i20 Magna Optional 1.2,Kochi,2014,26235,42315,Petrol,Manual,First,43.48,18.5,1197 CC,82.9 bhp,5,,4.79,4.79
Honda City i DTEC V,Kochi,2016,52440,84580,Diesel,Manual,First,61.10,26,1498 CC,98.6 bhp,5,,6.83,6.83
Maruti 800 Std,Jaipur,2002,46500,75000,Petrol,Manual,First,37.84,16.1,796 CC,37 bhp,4,,0.51,0.51
Ford Ikon 1.3 Flair,Pune,2006,52700,85000,Petrol,Manual,Second,32.43,13.8,1299 CC,70 bhp,5,,0.69,0.69
Maruti Swift Dzire LXI,Delhi,2015,15064,24296,Petrol,Manual,First,49.00,20.85,1197 CC,83.14 bhp,5,,4.65,4.65
Honda City 1.5 V MT Sunroof,Kolkata,2014,24800,40000,Petrol,Manual,First,39.48,16.8,1497 CC,116.3 bhp,5,,6.49,6.49
Hyundai Verna CRDi,Chennai,2009,39999,64514,Diesel,Manual,First,39.48,16.8,1493 CC,110 bhp,5,,2.9,2.9
Hyundai Verna 1.6 SX VTVT,Delhi,2016,21700,35000,Petrol,Manual,First,39.97,17.01,1591 CC,121.3 bhp,5,,7.4,7.4
Renault KWID RXT,Bangalore,2016,25420,41000,Petrol,Manual,Second,59.15,25.17,799 CC,53.3 bhp,5,,3.25,3.25
Maruti Wagon R LXI,Ahmedabad,2008,37276,60123,Petrol,Manual,Second,44.42,18.9,998 CC,67.1 bhp,5,,1.95,1.95
Hyundai Grand i10 Sportz,Jaipur,2015,32860,53000,Petrol,Manual,Second,44.42,18.9,1197 CC,82 bhp,5,,4,4
Hyundai i20 1.2 Asta,Delhi,2017,5580,9000,Petrol,Manual,First,43.71,18.6,1197 CC,81.83 bhp,5,,6.85,6.85
Honda Amaze S i-Vtech,Coimbatore,2015,33168,53497,Petrol,Manual,First,42.30,18,1198 CC,86.7 bhp,5,,5.45,5.45
Ford Fiesta 1.4 Duratorq ZXI,Hyderabad,2007,42160,68000,Diesel,Manual,First,41.83,17.8,1399 CC,68 bhp,5,,1.99,1.99
Hyundai Verna SX CRDi AT,Hyderabad,2014,40300,65000,Diesel,Automatic,First,44.84,19.08,1582 CC,126.32 bhp,5,,8.99,8.99
Toyota Etios VD SP,Kolkata,2014,27996,45155,Diesel,Manual,First,55.44,23.59,1364 CC,67.04 bhp,5,,6.5,6.5
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,12416,20026,Petrol,Automatic,First,44.65,19,1199 CC,88.7 bhp,5,,9.27,9.27
Hyundai Verna 1.6 CRDi SX,Ahmedabad,2015,37200,60000,Diesel,Manual,First,56.17,23.9,1582 CC,126.2 bhp,5,,6.99,6.99
Mercedes-Benz CLA 200 D Sport Edition,Coimbatore,2019,9905,15976,Diesel,Automatic,First,42.07,17.9,2143 CC,136 bhp,5,,36.76,36.76
Skoda Octavia Elegance 1.8 TSI AT,Kochi,2017,18924,30523,Petrol,Automatic,First,34.55,14.7,1798 CC,177.5 bhp,5,,17.08,17.08
Chevrolet Beat Diesel LS,Kolkata,2013,16306,26300,Diesel,Manual,First,59.78,25.44,936 CC,57.6 bhp,5,,2.8,2.8
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,40920,66000,Diesel,Manual,First,51.86,22.07,1199 CC,73.9 bhp,5,,2.49,2.49
Maruti SX4 S Cross DDiS 200 Zeta,Jaipur,2016,43400,70000,Diesel,Manual,First,55.58,23.65,1248 CC,88.5 bhp,5,,8.85,8.85
Honda City V MT,Ahmedabad,2011,28520,46000,Petrol,Manual,First,39.48,16.8,1497 CC,116.3 bhp,5,,4.15,4.15
Volkswagen Vento 1.5 TDI Highline,Hyderabad,2017,17360,28000,Diesel,Manual,First,48.50,20.64,1498 CC,108.5 bhp,5,14.20,10,4.2
Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,28520,46000,Petrol,Manual,First,44.42,18.9,1197 CC,81.86 bhp,5,6.54,4.75,1.79
Renault KWID AMT RXL,Jaipur,2017,20460,33000,Petrol,Automatic,First,56.49,24.04,999 CC,67 bhp,5,,3.2,3.2
Maruti Alto 800 LXI,Kochi,2017,17185,27718,Petrol,Manual,First,53.44,22.74,796 CC,47.3 bhp,5,,3.28,3.28
Ford Ecosport 1.5 Ti VCT MT Titanium,Bangalore,2013,35960,58000,Petrol,Manual,First,37.13,15.8,1499 CC,110 bhp,5,,7.5,7.5
Maruti Baleno Zeta,Coimbatore,2018,20553,33150,Petrol,Manual,First,50.29,21.4,1197 CC,83.1 bhp,5,8.71,7.39,1.32
Maruti Ritz VDi,Pune,2013,47740,77000,Diesel,Manual,First,54.52,23.2,1248 CC,73.94 bhp,5,,3.65,3.65
Mercedes-Benz E-Class 280 CDI,Chennai,2007,43400,70000,Diesel,Automatic,First,25.85,11,2987 CC,198.5 bhp,5,,11,11
Maruti Ritz VDi,Kolkata,2012,60140,97000,Diesel,Manual,First,54.52,23.2,1248 CC,73.94 bhp,5,,3,3
Chevrolet Beat Diesel LT,Chennai,2012,46686,75300,Diesel,Manual,Second,59.78,25.44,936 CC,57.6 bhp,5,,2.25,2.25
Maruti SX4 Vxi BSIV,Kochi,2010,43349,69918,Petrol,Manual,First,36.43,15.5,1586 CC,103.3 bhp,5,,2.83,2.83
Maruti Omni 5 Seater BSIV,Coimbatore,2019,2927,4721,Petrol,Manual,First,32.90,14,796 CC,35 bhp,5,,4.11,4.11
Mitsubishi Pajero Sport Anniversary Edition,Kolkata,2014,24281,39163,Diesel,Manual,First,31.73,13.5,2477 CC,178 bhp,7,,14.7,14.7
Mercedes-Benz S Class 2005 2013 S 300 L,Pune,2013,49600,80000,Petrol,Automatic,First,30.55,13,2987 CC,210 bhp,5,,25,25
Chevrolet Beat Diesel LS,Bangalore,2015,40920,66000,Diesel,Manual,First,59.78,25.44,936 CC,56.3 bhp,5,,2.35,2.35
Ford Figo 2015-2019 1.5D Titanium MT,Coimbatore,2017,22415,36154,Diesel,Manual,Second,60.70,25.83,1498 CC,99 bhp,5,,6.41,6.41
Honda City i-VTEC VX,Ahmedabad,2012,21080,34000,Petrol,Manual,First,40.89,17.4,1497 CC,117.3 bhp,5,12.68,5.75,6.93
Mercedes-Benz GLA Class 200 CDI SPORT,Chennai,2016,37200,60000,Diesel,Automatic,Second,42.07,17.9,2143 CC,136 bhp,5,,17.55,17.55
Hyundai Creta 1.4 CRDi S Plus,Jaipur,2015,19840,32000,Diesel,Manual,First,50.24,21.38,1396 CC,88.7 bhp,5,,10.25,10.25
Ford Fiesta Classic 1.4 Duratorq CLXI,Kochi,2012,49591,79985,Diesel,Manual,First,41.83,17.8,1399 CC,67 bhp,5,,3.16,3.16
Audi A4 2.0 TDI,Bangalore,2014,23312,37600,Diesel,Automatic,Second,38.89,16.55,1968 CC,147.51 bhp,5,,22.5,22.5
Hyundai i10 Magna 1.1,Kochi,2015,19818,31965,Petrol,Manual,First,46.55,19.81,1086 CC,68.05 bhp,5,,3.55,3.55
BMW 3 Series 320i Sedan,Kochi,2010,43864,70749,Petrol,Automatic,First,28.32,12.05,1995 CC,154 bhp,5,,9.86,9.86
BMW 7 Series 730Ld,Chennai,2013,23560,38000,Diesel,Automatic,First,38.68,16.46,2993 CC,258 bhp,5,,45,45
Hyundai Verna 1.6 SX VTVT,Kochi,2017,25751,41534,Petrol,Manual,First,39.97,17.01,1591 CC,121.3 bhp,5,,7.99,7.99
Volkswagen Ameo 1.5 TDI Comfortline AT,Jaipur,2017,33762,54455,Diesel,Automatic,First,51.70,22,1498 CC,108.495 bhp,5,,6.5,6.5
Chevrolet Aveo 1.4 LS,Kolkata,2007,26040,42000,Petrol,Manual,First,34.05,14.49,1399 CC,92.7 bhp,5,,0.75,0.75
Chevrolet Cruze LTZ,Coimbatore,2018,32285,52073,Diesel,Manual,Second,43.01,18.3,1991 CC,147.9 bhp,5,,9.87,9.87
Hyundai i20 1.4 Sportz,Kochi,2018,24909,40175,Diesel,Manual,Second,52.97,22.54,1396 CC,88.73 bhp,5,,6.36,6.36
Honda BRV i-VTEC V CVT,Mumbai,2017,10232,16503,Petrol,Automatic,First,37.60,16,1497 CC,117.3 bhp,7,15.02,9.5,5.52
Hyundai Xcent 1.2 Kappa SX,Kochi,2017,9318,15029,Petrol,Manual,First,44.89,19.1,1197 CC,82 bhp,5,,6.05,6.05
Hyundai Grand i10 CRDi Sportz,Hyderabad,2015,47344,76362,Diesel,Manual,First,56.40,24,1120 CC,70 bhp,5,,5.5,5.5
Maruti Alto LXi,Kolkata,2007,11594,18700,Petrol,Manual,Second,46.30,19.7,796 CC,46.3 bhp,5,,1.25,1.25
Toyota Innova 2.5 VX (Diesel) 7 Seater,Coimbatore,2015,41903,67585,Diesel,Manual,First,30.53,12.99,2494 CC,100.6 bhp,7,,11.99,11.99
Hyundai i10 Sportz 1.2 AT,Mumbai,2010,35340,57000,Petrol,Automatic,Second,39.83,16.95,1197 CC,78.9 bhp,5,,2.5,2.5
Honda City i-VTEC CVT V,Kochi,2019,13839,22321,Petrol,Automatic,First,42.30,18,1497 CC,117.3 bhp,5,13.40,11.66,1.74
Maruti Zen LX,Jaipur,1998,58993,95150,Petrol,Manual,Third,40.66,17.3,993 CC,60 bhp,5,,0.53,0.53
Maruti Wagon R LXI BS IV,Kolkata,2015,22585,36428,Petrol,Manual,First,48.20,20.51,998 CC,67.04 bhp,5,,3.1,3.1
Ford Figo Diesel Titanium,Hyderabad,2012,45570,73500,Diesel,Manual,Second,47.00,20,1399 CC,68 bhp,5,,2.6,2.6
Honda Amaze S i-Vtech,Kochi,2015,29285,47234,Petrol,Manual,First,42.30,18,1198 CC,86.7 bhp,5,,5.09,5.09
Hyundai Accent GLE,Hyderabad,2008,38666,62364,Petrol,Manual,First,31.02,13.2,1495 CC,94 bhp,5,,2.3,2.3
Hyundai Verna 1.6 SX CRDi (O),Pune,2012,55180,89000,Diesel,Manual,First,52.45,22.32,1582 CC,126.32 bhp,5,,6,6
Maruti Swift ZDi,Ahmedabad,2013,36365,58653,Diesel,Manual,First,59.22,25.2,1248 CC,74 bhp,5,,4.4,4.4
Mercedes-Benz B Class B180,Delhi,2013,18600,30000,Petrol,Automatic,Second,34.78,14.8,1595 CC,120.7 bhp,5,,11,11
Chevrolet Cruze LTZ,Coimbatore,2014,39706,64042,Diesel,Manual,First,40.66,17.3,1998 CC,163.7 bhp,5,,5.7,5.7
Skoda Laura Ambiente 2.0 TDI CR AT,Chennai,2013,74400,120000,Diesel,Automatic,First,47.00,20,1968 CC,138.1 bhp,5,,6.95,6.95
Mahindra Scorpio VLX 2WD BSIV,Hyderabad,2014,55800,90000,Diesel,Manual,First,28.32,12.05,2179 CC,120 bhp,8,,7.9,7.9
BMW X1 xDrive 20d xLine,Kochi,2018,19054,30733,Diesel,Automatic,First,48.60,20.68,1995 CC,190 bhp,5,,29.3,29.3
Mercedes-Benz E-Class 2009-2013 E350 Petrol,Kolkata,2009,27032,43600,Petrol,Automatic,First,25.69,10.93,3498 CC,272 bhp,5,,10.24,10.24
Skoda Superb Elegance 1.8 TSI AT,Pune,2010,44313,71473,Petrol,Automatic,Second,32.20,13.7,1798 CC,157.75 bhp,5,,5.35,5.35
Honda Brio VX AT,Mumbai,2014,24180,39000,Petrol,Automatic,Second,38.78,16.5,1198 CC,86.8 bhp,5,,3.49,3.49
Hyundai i10 Magna 1.2,Hyderabad,2009,52108,84045,Petrol,Manual,First,47.85,20.36,1197 CC,78.9 bhp,5,,2.85,2.85
Honda City i VTEC SV,Mumbai,2014,35342,57004,Petrol,Manual,First,40.89,17.4,1497 CC,117.3 bhp,5,,5.35,5.35
Ford Figo Petrol ZXI,Coimbatore,2012,46788,75464,Petrol,Manual,First,36.66,15.6,1196 CC,70 bhp,5,,3.62,3.62
Toyota Innova 2.5 G4 Diesel 7-seater,Hyderabad,2006,88040,142000,Diesel,Manual,First,30.08,12.8,2494 CC,102 bhp,7,,6.25,6.25
Mahindra Verito 1.5 D6 BSIV,Kochi,2012,73583,118683,Diesel,Manual,Second,49.35,21,1461 CC,64.1 bhp,5,,3.19,3.19
Mahindra KUV 100 G80 K8 Dual Tone,Delhi,2018,26040,42000,Petrol,Manual,First,42.65,18.15,1198 CC,82 bhp,6,7.96,5.5,2.46
Hyundai i20 Sportz Option 1.2,Kochi,2019,7936,12800,Petrol,Manual,First,43.71,18.6,1197 CC,81.83 bhp,5,,7.67,7.67
Tata New Safari EX 4x2,Jaipur,2011,49600,80000,Petrol,Manual,First,28.20,12,2092 CC,127 bhp,7,,5.5,5.5
Maruti Swift Dzire VDi,Hyderabad,2014,47198,76126,Diesel,Manual,First,45.36,19.3,1248 CC,73.9 bhp,5,,6.6,6.6
BMW X5 xDrive 30d M Sport,Chennai,2017,13020,21000,Diesel,Automatic,Second,37.53,15.97,2993 CC,258 bhp,5,,55,55
Audi A6 2011-2015 2.0 TDI Premium Plus,Pune,2013,52700,85000,Diesel,Automatic,First,41.55,17.68,1968 CC,174.33 bhp,5,,21,21
Maruti Baleno Delta 1.2,Jaipur,2017,16740,27000,Petrol,Manual,First,50.29,21.4,1197 CC,83.1 bhp,5,,4.5,4.5
Hyundai Santa Fe 4WD AT,Coimbatore,2016,28392,45794,Diesel,Automatic,First,30.57,13.01,2199 CC,194.3 bhp,7,,20.67,20.67
Chevrolet Cruze LTZ AT,Hyderabad,2013,35558,57352,Diesel,Automatic,First,33.82,14.39,1998 CC,163.7 bhp,5,,6.5,6.5
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Coimbatore,2018,25710,41467,Diesel,Automatic,First,35.25,15,2143 CC,204 bhp,5,,37.98,37.98
Hyundai Santro Xing GLS,Mumbai,2009,26040,42000,Petrol,Manual,First,42.11,17.92,1086 CC,62.1 bhp,5,,1.45,1.45
Maruti Ciaz VDi Plus SHVS,Hyderabad,2015,41570,67048,Diesel,Manual,First,66.01,28.09,1248 CC,88.5 bhp,5,,7.9,7.9
Honda City i-VTEC V,Kochi,2018,7274,11732,Petrol,Manual,First,40.89,17.4,1497 CC,117.3 bhp,5,11.88,10.07,1.81
Nissan Terrano XL Plus ICC WT20 SE,Mumbai,2016,22940,37000,Diesel,Manual,First,48.06,20.45,1461 CC,83.8 bhp,5,,6.5,6.5
